"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","location_type","parent_station","wheelchair_boarding","platform_code"
000000007096,"","Hestehaven (Folehaven)",,"55.651507035333","12.499065540644",0,,0,""
000000007097,"","Retortvej (Folehaven)",,"55.650934367563","12.503689533757",0,,0,""
000000007099,"","Gl. Køge Landevej (Ellebjergvej)",,"55.650551572786","12.508584823576",0,,0,""
000000007100,"","Valbyhallen (Ellebjergvej)",,"55.650300142084","12.516417698214",0,,0,""
000000007101,"","Spontinisvej (Stubmøllevej)",,"55.649855139246","12.521895573741",0,,0,""
000000007102,"","Händelsvej (Stubmøllevej)",,"55.648913018163","12.524641309801",0,,0,""
000000007103,"","Enghave Plads St. (Istedgade)",,"55.667471333529","12.547103899757",0,,0,""
000000007104,"","Saxogade (Istedgade)",,"55.668795331139","12.551996614605",0,,0,""
000000007113,"","Søborg Skole (Søborg Hovedgade)",,"55.734859948583","12.513172486117",0,,0,""
000000007114,"","Erik Bøghs Allé (Søborg Hovedgade)",,"55.733602829600","12.515625063282",0,,0,""
000000007115,"","Dyssegårdsvej (Søborg Hovedgade)",,"55.730937811809","12.520452432557",0,,0,""
000000007117,"","Gladsaxevej (Søborg Hovedgade)",,"55.728088253320","12.524497711261",0,,0,""
000000007119,"","Dyssegårdsvej (Søborg Hovedgade)",,"55.730814383323","12.520680328217",0,,0,""
000000007120,"","Erik Bøghs Allé (Søborg Hovedgade)",,"55.733631100895","12.515579800615",0,,0,""
000000007121,"","Søborg Skole (Søborg Hovedgade)",,"55.735499376303","12.512194129215",0,,0,""
000000007122,"","Hellerup St.",,"55.730876930910","12.568011725261",0,,0,""
000000007123,"","Lundevangen (Tuborgvej)",,"55.727089596688","12.571473949823",0,,0,""
000000007124,"","Estersvej (Tuborgvej)",,"55.727652339154","12.566347014698",0,,0,""
000000007125,"","Rymarksvej (Tuborgvej)",,"55.727889219920","12.564074208047",0,,0,""
000000007126,"","Sankt Lukas Stiftelsen (Tuborgvej)",,"55.727825654803","12.556037949964",0,,0,""
000000007127,"","Lyngbyvej (Tuborgvej)",,"55.727630979669","12.552514900240",0,,0,""
000000007128,"","Ellehøj (Tuborgvej)",,"55.726497085349","12.549129653981",0,,0,""
000000007130,"","Emdrup Søpark (Tuborgvej)",,"55.721647957914","12.544865923472",0,,0,""
000000007131,"","Emdrup St. (Tuborgvej)",,"55.719427977700","12.541096298507",0,,0,""
000000007132,"","Bispebjerg Hospital (Tuborgvej)",,"55.716415076441","12.538004014352",0,,0,""
000000007133,"","Frederiksborgvej (Tomsgårdsvej)",,"55.711703596424","12.531445905932",0,,0,""
000000007134,"","Birkedommervej (Tomsgårdsvej)",,"55.708825987009","12.525516558380",0,,0,""
000000007135,"","Hulgårds Plads (Hulgårdsvej)",,"55.705565194293","12.521337126008",0,,0,""
000000007136,"","Borups Allé (Hulgårdsvej)",,"55.701576044310","12.519035462084",0,,0,""
000000007137,"","Grøndal Centret (Hulgårdsvej)",,"55.698938622607","12.516314472526",0,,0,""
000000007138,"","Limfjordsvej (Rebildvej)",,"55.692559804365","12.506396917147",0,,0,""
000000007141,"","Langdraget (Grøndals Parkvej)",,"55.680541467781","12.490520553605",0,,0,""
000000007142,"","Ålholm Plads (Ålholmvej)",,"55.671998058082","12.488677117206",0,,0,""
000000007143,"","Valby Langgade (Vigerslevvej)",,"55.669752904696","12.489845324007",0,,0,""
000000007144,"","Maribovej (Vigerslevvej)",,"55.668139350411","12.487776599086",0,,0,""
